Sales,Profit,Order Year
20.32,3.556,2015
52.064,18.8732,2014
48.784,3.6588,2017
13.092,-10.0372,2017
109.592,8.2194,2016
56.7,27.783,2016
79.99,28.7964,2017
69.5,20.155,2016
191.6,91.968,2016
10.56,5.0688,2016
47.79,16.2486,2014
714.3,207.147,2015
2321.9,1114.512,2015
17.94,3.0498,2015
9.522,-6.9828,2015
791.964,-131.994,2015
4.923,-3.9384,2015
209.979,-356.9643,2017
33.93,-22.62,2017
222.32,25.011,2017
210.564,-52.641,2017
35.168,9.6712,2014
1502.376,-250.396,2014
10.11,3.2352,2014
772.47,146.7693,2014
20.46,5.3196,2014
347.58,17.379,2017
72.64,21.792,2016
772.47,146.7693,2016
39.92,11.1776,2016
33.48,16.4052,2017
461.97,133.9713,2017
137.62,60.5528,2017
302.67,72.6408,2017
239.976,53.9946,2014
8.34,2.1684,2017
8.57,2.2282,2017
119.616,40.3704,2017
212.94,25.5528,2016
26.49,7.4172,2016
687.4,48.118,2015
653.55,111.1035,2014
33.9,2.034,2014
239.96,83.986,2017
199.836,-37.1124,2015
716,193.32,2015
221.06,103.8982,2015
67.71,32.5008,2016
129.92,38.976,2016
467.46,191.6586,2016
61.4,28.858,2016
720.76,187.3976,2016
5.184,1.8144,2016
14.7,3.969,2016
8.134,-13.8278,2014
79.984,13.9972,2014
18.54,8.7138,2015
24.4,7.93,2015
195.64,91.9508,2017
398.4,84.66,2015
7.056,0.7938,2015
1352.3976,-437.5404,2015
26.4,11.88,2015
41.88,0.8376,2015
99.846,-83.205,2016
699.98,195.9944,2016
584.82,70.1784,2016
43.98,21.99,2015
377.97,105.8316,2015
123.96,11.1564,2015
391.98,113.6742,2017
383.976,81.5949,2017
1781.682,-653.2834,2017
21.4,6.206,2017
549.99,274.995,2014
167.535,37.23,2014
38.34,17.253,2014
53.88,22.6296,2014
299.98,83.9944,2014
62.8,15.7,2015
13.904,4.5188,2017
744.1,-95.67,2014
44.84,5.605,2014
401.59,-131.951,2014
18.24,8.5728,2017
359.499,-29.6058,2017
10.48,2.8296,2017
20.736,7.2576,2015
35.168,8.3524,2016
64.704,23.4552,2016
105.52,48.5392,2016
5.792,-9.5568,2015
466.158,-93.2316,2015
10.312,-1.289,2015
2.556,-1.7892,2015
7.968,2.8884,2017
8.784,3.1842,2017
3.024,-0.6048,2017
51.45,13.8915,2015
14.016,-31.536,2014
214.95,-120.372,2014
35.04,-7.008,2014
10.776,-4.8492,2014
4.6,-8.05,2014
35.168,-8.3524,2014
19.152,6.4638,2015
4.448,0.3336,2014
5.184,1.8792,2014
15.552,5.4432,2014
40.032,12.51,2015
16.776,5.0328,2015
186.304,13.9728,2014
66.36,23.226,2015
42.048,5.256,2017
67.92,6.792,2017
52.512,19.692,2014
186.912,-35.046,2014
10.048,3.14,2014
17.496,-7.4358,2015
15.552,5.4432,2016
10.776,3.3675,2016
3.304,1.0738,2017
35.48,0,2017
34.44,16.1868,2015
629.93,296.0671,2015
79.056,28.6578,2015
232.55,9.302,2014
99.98,42.9914,2014
19.44,9.3312,2014
12.96,6.3504,2014
464.292,-108.3348,2014
68.46,31.4916,2014
2799.96,1371.9804,2014
601.3,198.429,2014
16.99,4.4174,2014
287.97,80.6316,2014
44.82,21.0654,2014
101.12,37.4144,2017
107.976,37.7916,2015
58.73,14.6825,2017
93.344,32.6704,2017
17.05,8.184,2016
8.096,2.7324,2015
30.36,13.0548,2016
23.34,10.9698,2017
51.55,24.2285,2017
119.9,43.164,2015
1317.492,292.776,2016
63.84,18.5136,2016
3.592,1.1225,2016
86.26,29.3284,2017
139.04,38.9312,2017
46.8,16.38,2017
8.544,1.9224,2017
842.376,105.297,2017
1214.85,352.3065,2014
67.78,16.945,2017
39.9,10.374,2017
2.688,0.84,2014
6.6,2.904,2014
28.4,13.064,2015
212.94,34.0704,2015
1001.584,125.198,2017
569.058,-178.8468,2017
14.224,-10.3124,2017
105.584,9.2386,2015
68.72,-14.603,2015
1367.84,259.8896,2014
301.96,33.2156,2016
170.352,-17.0352,2015
3.9,1.521,2014
12.84,5.778,2014
15.84,7.128,2014
563.94,112.788,2014
62.94,11.9586,2014
535.41,160.623,2014
3504.9,700.98,2016
144.12,69.1776,2016
314.55,150.984,2016
3.408,0.8946,2015
2.072,-3.5224,2017
328.3992,-91.7586,2017
53.248,19.968,2016
4.992,1.6848,2016
37.68,15.8256,2015
258.576,19.3932,2015
75.84,29.5776,2015
45.36,21.7728,2017
45.78,22.89,2017
40.29,10.0725,2017
38.71,17.8066,2017
1801.632,-337.806,2015
748.752,-162.2296,2015
199.96,15.9968,2015
1516.2,394.212,2015
167.952,-27.2922,2017
45.04,4.504,2017
23.16,11.58,2017
397.6,43.736,2014
85.96,40.4012,2014
13.12,4.3296,2014
45.66,22.3734,2014
158.13,77.4837,2014
43.6,4.36,2014
3930.072,-786.0144,2016
2.304,0.7776,2016
431.976,32.3982,2016
41.72,5.7365,2016
104.23,28.1421,2015
70.26,18.9702,2015
9.26,3.0558,2015
105.98,4.2392,2015
1.24,0.5828,2015
20.7,9.936,2015
28.9,14.161,2015
27.18,12.7746,2015
465.18,120.9468,2015
36.63,9.8901,2015
51.45,13.8915,2016
7.83,3.6018,2016
35.4,13.452,2016
29.9,13.455,2016
17.48,8.2156,2017
79.14,36.4044,2017
8.4,4.2,2017
498.26,134.5302,2017
212.94,57.4938,2014
706.86,197.9208,2017
114.95,2.299,2017
43.19,20.7312,2017
166.44,79.8912,2017
36.56,12.796,2016
186.144,60.4968,2016
353.568,-44.196,2016
81.98,40.1702,2014
14.624,5.1184,2017
697.16,8.7145,2017
30.93,12.6813,2017
27.496,9.2799,2017
605.34,145.2816,2014
210.008,2.6251,2017
54.96,15.9384,2016
164.22,50.9082,2014
362.94,36.294,2014
59.98,26.3912,2014
332.94,6.6588,2016
39.872,12.9584,2016
13.68,3.6936,2016
3.318,-5.6406,2017
10.44,4.8024,2016
136.464,15.3522,2016
333.576,33.3576,2016
12.544,4.704,2016
20.768,-52.9584,2015
43.5,10.875,2017
12.576,4.0872,2015
249.95,19.996,2016
49.12,23.0864,2016
182.91,53.0439,2015
107.648,33.64,2014
99.372,-7.098,2015
33.568,-5.4548,2015
10.56,4.752,2016
38.88,18.6624,2017
35.2,16.544,2017
45.528,15.9348,2017
196.776,14.7582,2014
2.92,-4.818,2014
200.795,-22.948,2014
46.688,-2.918,2014
21.864,3.5529,2014
11.76,5.7624,2017
167.94,82.2906,2017
3.89,1.0114,2017
52.44,24.1224,2017
32.36,11.6496,2017
406.6,113.848,2017
27.92,8.0968,2017
399.672,-14.9877,2017
3.744,-2.6208,2016
715.2,178.8,2015
159.8,70.312,2017
44.75,8.5025,2017
340.116,-9.7176,2014
105.52,48.5392,2014
13.48,1.8872,2017
85.52,22.2352,2017
6.16,2.9568,2015
36.84,17.3148,2015
15.84,0,2014
44.4,22.2,2014
21.24,7.434,2017
9.552,-7.3232,2017
89.991,-152.9847,2017
163.96,80.3404,2017
17.904,6.2664,2014
966.7,-13.81,2014
182.112,61.4628,2014
4.464,0.3348,2017
51.588,-15.4764,2015
50.4,23.184,2017
89.568,32.4684,2017
14.89,4.0203,2017
543.92,135.98,2017
4.08,1.9176,2016
18.9,8.694,2016
2275.5,386.835,2016
1979.7,653.301,2016
62.1,29.808,2016
37.296,-1.0656,2014
8.544,-7.476,2014
68.95,28.959,2016
296.37,80.0199,2016
39.98,1.999,2016
191.058,-46.3998,2017
13.04,3.912,2017
1525.188,-2287.782,2017
9.216,3.3408,2016
28.048,3.506,2016
64.96,21.4368,2017
30.56,14.9744,2017
187.056,11.691,2016
11.808,1.3284,2017
9.656,1.5691,2017
20.736,7.2576,2017
27.36,-21.888,2017
2314.116,-1002.7836,2017
34.236,-26.2476,2017
19.76,5.928,2017
15.96,7.98,2017
16.9,6.253,2015
25.08,9.0288,2015
6.68,2.004,2015
19.44,9.3312,2014
31.92,2.394,2015
33.568,11.7488,2016
63.94,24.9366,2016
60.6,20.4525,2016
22.72,6.5888,2016
10.68,4.0584,2014
17.34,8.4966,2014
3.38,1.5548,2014
26.976,8.7672,2015
307.776,111.5688,2017
244.55,4.891,2015
12.24,5.7528,2015
13.98,6.0114,2015
899.95,53.997,2015
1.632,0.5508,2014
267.96,16.7475,2014
31.95,2.2365,2015
725.84,210.4936,2017
10.896,3.9498,2017
8.544,2.8836,2017
32.34,15.5232,2015
39.9,19.95,2015
143.856,48.5514,2017
41.92,15.196,2016
329.584,37.0782,2016
87.28,41.0216,2016
279.456,20.9592,2014
8,3.84,2014
27.24,9.534,2016
16.36,1.636,2014
15.78,0.6312,2014
45.98,12.8744,2014
198.272,-32.2192,2017
720.76,54.057,2017
70.56,23.9904,2016
81.96,22.9488,2016
64.864,6.4864,2014
151.192,13.2293,2016
88.776,7.7679,2017
11.56,5.4332,2017
15.58,3.895,2017
85.056,28.7064,2017
273.96,71.2296,2017
306.9,79.794,2017
15.552,5.4432,2015
347.361,-69.4722,2015
10.368,3.6288,2015
98.16,9.816,2017
31.44,7.86,2017
348.488,117.6147,2014
172.736,-30.2288,2014
15.54,7.6146,2016
105.552,35.6238,2016
25.92,9.072,2016
15.808,5.3352,2016
10.368,3.7584,2016
358.2,41.79,2017
545.916,72.7888,2017
40.41,18.5886,2017
167.976,10.4985,2017
109.53,47.0979,2017
9.82,4.8118,2017
26.352,9.5526,2017
22.5,10.8,2014
9.96,4.5816,2014
213.08,102.2784,2014
1025.88,235.9524,2014
21.98,9.891,2014
63.2,23.384,2016
39,11.31,2016
2.907,-2.0349,2016
556.665,6.549,2016
71.98,15.1158,2017
79.98,26.3934,2017
24.672,7.71,2017
3.744,1.3104,2017
445.96,55.745,2016
36.24,15.2208,2016
10.65,5.0055,2016
87.92,40.4432,2017
22.424,8.409,2017
90.48,33.93,2017
42.76,11.1176,2017
10.08,3.528,2017
101.34,8.1072,2017
224.75,62.93,2016
73.176,-197.5752,2017
20.736,7.2576,2017
39.984,-8.9964,2017
15.36,7.68,2014
36.288,12.7008,2015
150.384,15.0384,2015
280.782,-60.8361,2016
31.984,1.1994,2016
11.232,3.9312,2016
26.4,11.88,2017
3.52,1.0208,2017
1649.95,659.98,2016
111.9,51.474,2016
599.165,35.245,2016
46.53,12.0978,2016
31.984,1.999,2014
161.568,16.1568,2017
4.064,1.3716,2017
6.216,-4.9728,2017
8.896,0.6672,2017
1640.7,459.396,2015
270,97.2,2015
19.52,5.368,2014
9.81,-6.867,2014
213.216,15.9912,2014
588.784,183.995,2016
2.064,0.1548,2017
6.368,2.388,2017
99.6,36.852,2015
62.296,21.0249,2015
10.71,2.7846,2015
20.936,7.0659,2016
33,8.25,2016
249.95,87.4825,2016
357.93,7.1586,2014
57.4,10.906,2014
331.96,149.382,2014
40.56,12.9792,2014
86.2,24.998,2016
38.016,13.7808,2017
8.384,0.7336,2017
6.848,0.7704,2017
19.6,9.604,2017
68.46,20.538,2017
13.344,4.3368,2017
1478.272,92.392,2017
16.272,-3.8646,2014
9.24,4.4352,2017
32.34,-23.716,2014
56.064,19.6224,2014
108.72,36.693,2014
181.47,-320.597,2014
16.176,6.066,2014
122.352,13.7646,2016
585.552,73.194,2014
19.44,9.3312,2014
123.92,9.294,2016
13.36,4.008,2017
78.256,-17.6076,2017
102.018,-183.6324,2017
750.68,37.534,2017
44.4,22.2,2017
84.55,22.8285,2017
17.94,8.7906,2017
128.4,62.916,2016
1.869,-1.3083,2014
103.192,11.6091,2017
36,6.48,2017
239.96,115.1808,2017
40.68,0.4068,2017
419.136,-68.1096,2017
23.472,7.6284,2014
3.592,-6.286,2015
23.976,-5.6943,2017
6.264,2.0358,2017
20.808,1.8207,2017
218.352,-19.1058,2017
18.16,1.816,2017
7.36,0.1472,2014
41.4,19.872,2014
411.332,-4.8392,2014
7.656,-6.1248,2015
63.92,19.176,2017
6.56,1.9024,2017
7.83,3.6018,2017
41.9,8.799,2017
664.146,88.5528,2017
8.96,4.3904,2017
3.312,0.6624,2017
20.136,1.2585,2017
8.856,2.8782,2017
859.2,-186.16,2017
61.96,27.882,2016
17.92,8.6016,2016
145.9,62.737,2015
56.704,19.1376,2017
11.12,3.475,2017
32.896,11.1024,2014
22.776,7.6869,2014
239.97,2.3997,2015
160.32,44.8896,2015
128.85,3.8655,2015
1319.96,527.984,2016
239.96,-10.284,2017
54.768,6.846,2017
13.392,3.1806,2017
23.92,8.671,2017
255.968,-28.7964,2017
21.552,7.0044,2016
58.24,15.7248,2016
80.28,36.9288,2016
9.78,4.0098,2017
1.81,0.6516,2017
37.94,18.2112,2015
79.96,27.986,2015
115.296,40.3536,2017
2479.96,743.988,2017
179.94,75.5748,2016
26.85,5.1015,2016
323.37,129.348,2016
59.94,28.1718,2016
64.14,30.7872,2016
11.67,5.6016,2016
12.96,6.2208,2016
17.43,8.0178,2015
181.986,-54.5958,2017
1.592,-2.6268,2017
22.344,2.5137,2017
455.97,-218.8656,2016
10.44,-7.656,2016
5.214,-4.1712,2016
67.4,17.524,2017
25.16,10.5672,2017
126.56,47.46,2017
43.68,11.7936,2014
139.93,34.9825,2014
2.672,0.334,2014
16.656,-3.123,2014
79.512,20.8719,2014
36.288,12.7008,2014
67.9932,-12.9987,2014
10.16,3.4544,2017
6.16,1.9712,2015
56.3,15.764,2015
6.48,3.1104,2015
1325.85,238.653,2015
14.94,6.8724,2015
34.54,17.27,2017
2999.95,1439.976,2017
64.12,30.7776,2017
19.456,2.1888,2017
209.986,8.9994,2017
29.76,1.86,2017
89.768,-2.5648,2017
959.984,335.9944,2017
15.552,5.6376,2017
34.36,-7.3015,2017
98.376,35.6613,2014
29.94,-23.952,2014
17.472,5.6784,2014
36.738,-9.1845,2014
179.94,-44.985,2014
383.64,122.7648,2016
56.52,15.8256,2016
6.56,1.9024,2017
243.92,-15.245,2017
47.52,22.8096,2017
19.98,8.5914,2017
8,3.44,2016
6.16,1.9712,2014
83.56,1.6712,2017
546.06,163.818,2017
269.49,5.3898,2017
10.9,3.597,2015
6.096,2.2098,2014
34.05,9.534,2016
352.38,81.0474,2016
245.98,27.0578,2014
18.94,9.47,2014
59.913,-45.9333,2017
391.98,109.7544,2017
437.85,131.355,2017
68.62,32.2514,2015
25.02,6.5052,2017
10.71,2.7846,2017
55.984,4.1988,2014
14.48,4.887,2014
142.488,-3.5622,2014
14.16,1.062,2016
79.92,27.972,2016
590.352,206.6232,2015
17.088,1.068,2016
98.392,-11.0691,2016
11.05,2.9835,2017
7.78,2.0228,2015
659.9,217.767,2017
53.04,-4.641,2015
843.9,371.316,2017
1496.16,224.424,2017
117.96,5.898,2016
21.3,8.733,2016
1040.8,281.016,2016
29.34,7.9218,2016
19.52,5.368,2017
443.92,8.8784,2015
499.95,174.9825,2016
3.04,1.0336,2016
201.96,50.49,2016
68.64,17.16,2016
100,21,2016
359.98,21.5988,2016
6.16,2.9568,2014
2348.82,399.2994,2014
13.872,4.6818,2017
273.552,-13.6776,2017
815.292,-339.705,2016
234.45,103.158,2014
1256.22,75.3732,2014
17.46,8.2062,2014
10.528,3.6848,2016
152.8,76.4,2015
82.56,28.896,2017
284.97,85.491,2017
60.84,23.1192,2017
1325.76,149.148,2014
572.16,35.76,2014
28.8,10.08,2014
11.12,2.8912,2017
7.04,3.0976,2016
17.94,8.7906,2015
34.76,11.297,2017
74.45,20.1015,2017
192.22,69.1992,2015
19.44,9.3312,2017
32.4,15.552,2017
57.9,28.95,2017
10.56,0,2017
1194.165,210.735,2017
40.99,20.0851,2017
2.94,0.7938,2014
45.24,-30.16,2016
18.688,2.336,2016
11.648,3.7856,2016
112.776,-8.4582,2016
377.45,-264.215,2016
15.936,5.1792,2016
28.68,-7.17,2016
21.44,7.504,2016
511.056,-95.823,2016
18.656,1.3992,2016
11.088,-8.1312,2016
66.688,4.168,2016
99.488,8.7052,2016
14.62,6.8714,2016
53.984,17.5448,2016
389.97,132.5898,2016
355.36,92.3936,2015
140.376,8.7735,2015
15.84,5.544,2017
8.448,2.64,2017
12.96,6.2208,2016
57.408,5.7408,2014
27.6,2.208,2014
38.976,-50.6688,2014
20.44,9.198,2016
109.92,53.8608,2016
6.38,2.9348,2016
6.48,3.1104,2016
15.84,7.128,2014
1049.93,293.9804,2014
154.9,40.274,2014
98.352,35.6526,2015
14.32,5.191,2014
129.888,12.9888,2014
48.944,16.5186,2014
275.058,-90.3762,2015
27.36,9.3024,2015
44.75,20.585,2015
134.99,36.4473,2015
26.4,12.672,2015
542.94,141.1644,2015
71.088,-1.7772,2016
27.396,-42.4638,2017
13.456,-23.548,2017
11.84,4.44,2016
35.88,17.5812,2017
40.752,15.282,2016
139.96,-22.7435,2016
2.624,0.2952,2014
136.53,-52.3365,2014
263.96,42.8935,2014
11.64,3.3756,2014
40.176,14.5638,2017
79.44,30.1872,2015
357.93,7.1586,2015
127.764,21.294,2015
2799.944,1014.9797,2015
19.44,9.3312,2015
36.792,4.1391,2017
5.94,1.6038,2014
177.55,47.9385,2017
619.95,111.591,2015
29.16,8.4564,2015
57.96,27.2412,2015
29.403,5.2272,2015
81.4,21.164,2017
8.72,2.289,2015
91.176,4.5588,2015
159.968,29.994,2015
12.96,6.2208,2016
331.536,-82.884,2014
899.91,395.9604,2015
946.344,118.293,2015
178.11,32.0598,2017
1089.75,305.13,2017
61.06,28.0876,2017
459.92,41.3928,2017
27.52,12.6592,2017
638.82,185.2578,2017
30.69,7.9794,2017
25.16,8.5544,2017
13.92,4.872,2014
19.36,9.2928,2014
19.3,5.79,2014
38.376,13.4316,2016
12.96,6.3504,2017
26.48,10.0624,2017
532.72,53.272,2017
26.72,12.8256,2017
20.04,9.6192,2017
795.48,7.9548,2017
21.56,6.8992,2017
249.584,31.198,2016
68.112,17.8794,2016
16.56,-2.484,2016
74.95,36.7255,2017
355.455,-184.8366,2014
44.4,22.2,2016
20.65,9.499,2016
866.4,225.264,2016
5.56,1.4456,2015
3.16,-8.532,2014
1999.96,624.9875,2014
46.152,12.1149,2015
32.985,-1.9791,2015
481.32,125.1432,2016
6.384,2.1546,2016
542.94,152.0232,2017
54.92,19.7712,2017
1448.82,209.274,2015
353.88,17.694,2015
333.576,25.0182,2014
60.144,20.2986,2016
85.2,20.235,2017
3.15,1.512,2015
22.72,10.224,2015
14.91,4.6221,2015
1158.12,335.8548,2015
599.99,233.9961,2015
23.968,2.3968,2016
638.288,-31.9144,2016
13.208,4.6228,2016
15.528,5.823,2016
104.85,50.328,2016
30.48,7.9248,2014
112.648,11.2648,2014
71.976,24.2919,2015
2.21,0.5967,2015
15.52,7.4496,2015
36.44,16.398,2015
217.764,-384.7164,2017
39.072,4.3956,2017
22.638,-16.6012,2017
95.144,10.7037,2017
12.32,1.848,2017
4.419,-3.0933,2017
35,16.8,2017
72.784,0,2017
97.84,25.4384,2017
51.75,15.525,2017
46.672,16.3352,2017
1395.54,362.8404,2014
117.36,36.3816,2014
18.9,8.694,2014
77.52,37.9848,2014
421.372,-6.0196,2014
575.968,43.1976,2014
10.368,3.6288,2014
15.984,1.1988,2015
10.272,1.1556,2017
61.792,6.1792,2017
205.9992,-27.2646,2017
12.192,4.1148,2016
87.168,8.7168,2016
31.744,8.3328,2016
132.224,-18.1808,2016
105.52,48.5392,2015
91.96,15.6332,2015
1487.976,185.997,2015
19.44,9.3312,2015
11.672,-0.7295,2015
279.96,78.3888,2014
12.912,4.6806,2014
17.088,5.7672,2014
93.15,44.712,2014
11.52,5.6448,2014
238.62,4.7724,2017
7.77,2.0979,2017
285.48,-10.7055,2017
19.168,6.4692,2017
26.136,1.9602,2014
419.4,201.312,2017
90.801,14.1246,2017
181.764,-8.0784,2017
5.56,2.224,2017
581.96,104.7528,2016
29.98,8.0946,2016
519.96,176.7864,2015
6.264,2.0358,2016
363.92,0,2016
64.2,-42.8,2015
38.52,-26.964,2015
72.6,-8.1675,2015
57.568,5.7568,2017
83.7,3.348,2015
32.4,15.552,2015
47.98,11.0354,2015
415.968,51.996,2015
304.9,6.098,2015
80.96,29.1456,2015
777.21,54.4047,2015
32.4,15.552,2015
225.568,2.8196,2015
36.6,15.372,2015
715.64,178.91,2015
795.51,143.1918,2015
549.99,274.995,2015
74.76,34.3896,2015
29.22,12.8568,2015
9.64,4.7236,2014
33.488,-1.2558,2015
23.04,-4.896,2015
1.362,-2.1792,2015
14.76,-11.439,2015
239.666,14.098,2017
301.96,45.294,2015
7.968,2.8884,2015
109.92,53.8608,2016
19.44,9.3312,2016
11.16,4.3524,2016
79.47,22.2516,2014
4.56,2.0064,2014
1133.35,294.671,2014
4.672,0.584,2016
104.58,-80.178,2016
1603.136,100.196,2016
1293.488,80.843,2016
127.95,21.7515,2016
59.76,16.7328,2017
108.08,54.04,2017
9.54,4.3884,2017
11.736,1.0269,2015
447.86,219.4514,2014
17.94,8.7906,2014
245.88,68.8464,2014
192.16,92.2368,2016
801.568,50.098,2016
368.91,180.7659,2016
885.528,-99.6219,2016
28.28,7.3528,2016
4912.59,196.5036,2016
14.352,5.0232,2014
179.97,86.3856,2014
42.76,11.1176,2017
45.68,21.0128,2015
25.06,11.7782,2016
38.432,13.4512,2016
21.568,1.6176,2016
81.576,2.0394,2016
2.78,1.3622,2017
99.87,23.9688,2017
44.4,22.2,2014
21.4,9.63,2014
71.12,22.0472,2016
259.96,124.7808,2016
9.78,4.89,2017
24.192,7.56,2015
31.56,10.4148,2016
59.94,28.1718,2017
45.36,22.2264,2017
26.4,12.672,2017
41.4,19.872,2017
16.95,1.017,2017
24.704,9.264,2016
59.7,26.865,2016
14.52,5.6628,2016
104.184,33.8598,2016
46.53,13.0284,2016
25.5,6.63,2014
14.9,1.043,2015
87.71,41.2237,2015
199.764,8.8784,2015
94.6,27.434,2015
4228.704,158.5764,2015
2003.92,-25.049,2015
209.97,58.7916,2015
659.9,217.767,2015
110.96,53.2608,2015
67.8,1.356,2015
313.176,-120.0508,2016
22.96,6.6584,2017
1099.5,362.835,2017
1215.92,316.1392,2014
7.31,3.4357,2014
8.92,3.9248,2014
87.21,-45.3492,2017
15.552,5.4432,2017
683.988,-113.998,2017
13.392,1.0044,2017
16.776,4.8231,2017
527.92,85.787,2017
25.4,8.636,2016
177.48,19.9665,2016
71.976,8.997,2016
95.992,9.5992,2017
13.216,4.2952,2017
435.84,130.752,2017
5.88,1.5876,2017
211.168,18.4772,2016
6.28,2.6376,2014
95.1,30.432,2014
25.92,12.4416,2014
48.84,13.1868,2014
25.9,12.691,2015
42.68,19.6328,2017
299.97,125.9874,2017
262.24,78.672,2017
234.36,112.4928,2017
20.736,7.2576,2017
10.5,2.94,2014
23.968,7.7896,2014
521.96,-250.5408,2014
676.55,6.7655,2016
154.9,40.274,2016
30.56,14.9744,2016
770.352,77.0352,2016
21.12,6.5472,2017
575.928,57.5928,2014
7.78,2.0228,2014
123.92,55.764,2014
17.22,5.166,2017
226.56,63.4368,2017
107.88,10.788,2017
81.98,40.1702,2016
104.85,50.328,2014
8.704,3.1552,2014
19.92,9.7608,2014
43.02,15.4872,2014
240.784,30.098,2017
414.96,124.488,2015
387.72,-67.851,2016
360.38,93.6988,2017
13.56,6.2376,2017
552,34.5,2017
429.9,111.774,2014
32.06,15.3888,2014
161.96,45.3488,2014
19.86,5.7594,2014
12.96,6.3504,2016
20.544,6.42,2017
185.58,76.0878,2016
77.56,35.6776,2016
87.92,0.8792,2016
245.94,120.5106,2016
8.6,4.042,2016
504.9,126.225,2016
2357.488,884.058,2017
369.544,32.3351,2017
184.752,-20.7846,2017
64.96,-4.06,2016
13.52,1.69,2016
458.43,-137.529,2016
387.136,24.196,2016
328.59,-147.8655,2016
338.352,4.2294,2014
25.92,12.4416,2014
91.36,42.0256,2014
87.96,7.6965,2014
5.214,-4.1712,2014
12.294,-8.6058,2017
19.76,8.2992,2017
109.764,8.5372,2015
128.85,3.8655,2017
127.95,21.7515,2017
68.52,31.5192,2015
74.94,14.2386,2015
2548.56,286.713,2015
271.44,122.148,2015
287.88,35.985,2015
14.9,7.152,2016
4158.912,363.9048,2016
91.96,15.6332,2014
33.11,12.9129,2014
19.44,9.3312,2014
55.48,26.6304,2014
91.92,11.49,2014
17.34,4.6818,2016
71.98,15.1158,2016
7.08,2.478,2014
69.98,4.8986,2017
646.272,64.6272,2017
10.368,3.7584,2017
8.4,0.336,2017
71.96,25.186,2017
18.48,6.006,2016
9.84,2.8536,2016
239.24,23.924,2017
21.12,6.5472,2016
54.9,15.372,2017
15.24,5.1816,2015
19.568,-52.8336,2015
310.392,-512.1468,2015
42.6,16.614,2016
113.94,54.6912,2016
129.92,5.1968,2016
5.28,2.5344,2016
859.2,75.18,2017
506.28,177.198,2017
14.368,3.9512,2016
314.352,-35.3646,2017
27.888,10.1094,2017
238.152,89.307,2015
692.94,173.235,2016
16.146,-12.9168,2015
1345.485,-1031.5385,2015
173.488,54.215,2016
57.75,16.17,2015
272.4,76.272,2015
11.952,4.0338,2016
28,7.7,2016
12.201,-9.7608,2016
2.068,-3.4122,2016
83.84,30.392,2016
11.36,5.3392,2014
36.4,17.472,2014
27.968,6.992,2014
142.04,38.3508,2015
14.67,6.0147,2015
1199.96,224.9925,2015
12.6,6.174,2015
17.94,8.073,2015
23.904,7.7688,2015
88.96,10.008,2015
518.272,-97.176,2017
6.98,3.3504,2017
343.2,38.61,2017
17.544,5.9211,2017
152.688,-26.7204,2015
3.488,0.5668,2015
5.888,-1.3248,2015
153.552,51.8238,2017
270.62,2.7062,2017
468.9,206.316,2016
72.48,30.4416,2016
10.95,3.285,2016
191.82,61.3824,2016
151.056,7.5528,2017
25.16,-11.322,2014
6.216,-9.6348,2016
23.616,2.6568,2016
24.032,-0.6008,2016
2.088,0.6786,2016
4.488,-6.732,2016
29.22,12.8568,2015
6.48,3.1104,2015
1.188,-0.99,2017
272.646,18.1764,2017
212.8,95.76,2017
38.52,18.1044,2017
72.64,21.792,2017
45.4,12.712,2017
13.76,6.3296,2017
80.991,8.0991,2017
11.784,3.9771,2017
4.36,1.7876,2017
2888.127,609.7157,2017
1299.66,350.9082,2017
2254.41,375.735,2017
104.85,28.3095,2017
59.97,20.3898,2017
314.532,-83.8752,2017
13.632,3.5784,2015
19.432,-49.5516,2014
65.44,-8.18,2014
6,2.1,2016
1.908,-3.2436,2016
1474.802,-21.0686,2016
110.096,33.0288,2016
16.752,5.4444,2016
1537.074,0,2016
449.372,-12.8392,2016
41.904,14.1426,2016
2279.96,592.7896,2016
14.94,6.8724,2016
191.976,19.1976,2017
23.832,6.5538,2017
409.216,61.3824,2017
72.588,-128.2388,2017
61.568,4.6176,2017
20.96,6.812,2015
44.75,8.5025,2017
11.96,5.382,2017
3.912,1.2714,2017
327.996,54.666,2016
49.408,18.528,2014
53.25,20.7675,2017
3.76,1.316,2017
767.214,161.9674,2014
163.96,59.4355,2017
161.28,12.096,2016
192.8,55.912,2016
27.696,3.462,2015
73.164,-186.5682,2015
32.064,11.2224,2016
205.666,-12.098,2014
115.44,30.0144,2015
274.8,134.652,2017
195.64,3.9128,2017
257.98,74.8142,2017
119.04,48.8064,2017
20.07,9.2322,2017
11.76,3.1752,2014
11.76,3.1752,2017
40.736,14.7668,2017
201.584,12.599,2016
340.704,-34.0704,2017
354.9,88.725,2016
1198.33,70.49,2014
87.92,0.8792,2017
51.968,10.3936,2017
51.336,5.7753,2017
332.704,33.2704,2017
42.408,9.5418,2017
81.54,38.3238,2016
167.28,23.4192,2016
772.68,108.1752,2016
323.976,28.3479,2014
11.808,3.9852,2014
26.16,1.962,2014
33.57,-25.737,2014
4.992,1.3728,2014
20.016,5.5044,2014
170.24,53.2,2014
117.456,44.046,2015
22.96,11.2504,2015
13.36,6.4128,2014
34.248,11.5587,2016
3.52,1.0208,2016
26.7,12.549,2014
21.2,9.116,2014
838.38,226.3626,2014
1690.04,422.51,2015
